isuid,id,day of week,time of day,size.kb,box,domain,local,digits,name,cappct,special,credit,sucker,porn,chain,username,large text,spampct,category,spam
7,29,Tue,20,1,no,edu,yes,0,name,0.05,0,no,no,no,no,no,no,NA,ord,no
7,30,Wed,9,1,no,edu,yes,0,name,0.2,0,no,no,no,no,no,no,NA,ord,no
7,31,Wed,9,1,no,edu,yes,0,name,0.2,0,no,no,no,no,no,no,NA,ord,no
7,32,Wed,9,1,no,edu,yes,0,name,0.2,0,no,no,no,no,no,no,NA,ord,no
7,33,Wed,9,1,no,edu,yes,0,name,0.2,0,no,no,no,no,no,no,NA,ord,no
7,34,Wed,9,1,no,edu,yes,0,name,0.2,0,no,no,no,no,no,no,NA,ord,no
7,35,Wed,9,1,no,com,no,0,empty,1,0,no,no,no,no,no,no,60,com,yes
7,36,Wed,10,1,no,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
7,37,Wed,13,21,yes,edu,yes,0,name,0.28,0,no,no,no,no,yes,no,NA,ord,no
7,38,Wed,15,1,no,net,no,4,single,0.083,0,no,no,no,no,no,no,NA,news,yes
7,39,Wed,17,2,no,edu,yes,0,name,0.143,0,no,no,no,no,no,no,NA,ord,no
7,40,Wed,19,31,no,com,no,1,name,0.354,1,no,yes,no,no,no,yes,NA,com,yes
7,41,Wed,19,37,no,edu,yes,0,name,0.21,0,no,no,no,no,no,no,NA,ord,no
7,42,Wed,21,8,no,com,no,0,single,0.035,0,no,no,no,no,no,yes,0,com,yes
7,43,Wed,22,24,yes,com,no,1,single,0.1,0,yes,no,no,no,no,yes,0,com,no
7,44,Thu,6,6,no,com,no,0,name,0.193548387096774,1,no,no,no,no,no,no,0,list,no
7,45,Thu,0,1,no,fr,no,0,empty,0.052,0,no,no,yes,no,no,no,NA,com,yes
7,46,Thu,6,1,no,edu,yes,0,name,0.06,0,no,no,no,no,no,no,NA,ord,no
7,47,Thu,11,2,no,com,no,0,name,0.25,0,no,no,no,no,no,no,NA,com,yes
7,48,Thu,11,5,no,edu,yes,0,name,0.128,0,no,no,no,no,no,no,NA,ord,no
7,49,Thu,12,2,no,edu,yes,0,name,0.162,0,no,no,no,no,no,no,NA,ord,no
7,50,Thu,15,1,yes,edu,yes,0,name,0.166,0,no,no,no,no,no,no,NA,ord,no
7,51,Fri,4,17,no,com,no,0,empty,0.15,1,no,no,no,no,no,yes,NA,com,yes
7,52,Fri,13,68,no,com,no,0,name,0.15,1,no,no,no,no,no,yes,NA,com,yes
7,53,Fri,4,21,no,com,no,0,empty,0.12,0,no,no,no,no,no,yes,NA,com,yes
7,54,Fri,7,2,yes,edu,yes,0,name,0.04,0,no,no,no,no,no,no,NA,ord,no
7,55,Fri,7,1,yes,edu,yes,0,name,0.12,0,no,no,no,no,no,no,NA,ord,no
7,56,Fri,9,1,no,edu,yes,0,name,0.25,0,no,no,no,no,no,no,NA,ord,no
7,57,Fri,12,1,no,edu,yes,0,name,0.25,0,no,no,no,no,no,no,NA,ord,no
7,58,Fri,14,1,no,edu,yes,0,name,0.07,0,no,no,no,no,no,no,NA,ord,no
7,59,Fri,14,1,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
7,60,Fri,14,1,yes,edu,yes,0,name,0.1,0,no,no,no,no,no,no,NA,ord,no
7,61,Fri,17,5,no,edu,yes,0,name,0.078,0,no,no,no,no,no,no,NA,ord,no
7,62,Sat,8,1,yes,edu,yes,0,name,0.1,0,no,no,no,no,no,no,NA,ord,no
7,63,Sat,10,1,yes,edu,yes,0,name,0.1,0,no,no,no,no,no,no,NA,ord,no
7,64,Sat,11,10,yes,edu,yes,0,name,0.08,0,no,no,no,no,no,no,NA,ord,no
7,65,Sat,11,2,yes,edu,yes,0,name,0.1,0,no,no,no,no,no,no,NA,ord,no
7,66,Sat,12,5,no,edu,yes,0,name,0.08,0,no,no,no,no,no,no,NA,ord,no
7,67,Sat,21,1,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
7,68,Sun,23,1,no,com,no,0,empty,0.18,0,no,no,no,no,no,no,NA,com,yes
7,69,Sun,23,2,yes,edu,yes,0,name,0.04,0,no,no,no,no,no,no,NA,ord,no
8,11,Wed,23,4,no,com,no,0,name,0,0,no,no,no,no,no,no,0,list,no
8,12,Thu,5,8,no,com,no,0,name,0.666666666666667,0,no,yes,no,no,no,yes,91,com,yes
8,13,Thu,8,17,no,com,no,0,single,0,1,no,no,no,no,no,yes,44,com,yes
8,14,Thu,17,3,yes,com,no,0,name,0.285714285714286,1,no,no,no,no,no,no,0,list,no
8,15,Thu,14,7,no,info,no,0,name,1,0,no,no,yes,no,no,no,82,com,yes
8,16,Thu,16,4,no,com,no,4,empty,0,0,yes,no,no,no,no,no,0,list,no
8,17,Thu,18,7,no,info,no,0,name,0.2,1,no,no,yes,no,no,no,46,com,yes
8,18,Fri,8,10,no,info,no,6,name,0.214285714285714,1,no,no,no,no,no,no,23,news,yes
8,19,Fri,6,9,no,com,no,0,single,0.235294117647059,2,no,no,no,no,no,yes,69,com,yes
8,20,Fri,8,4,no,com,no,0,name,0.727272727272727,2,no,yes,no,no,yes,no,52,com,yes
8,21,Fri,16,37,no,com,no,0,single,0.170212765957447,5,no,yes,no,no,no,yes,97,com,yes
8,22,Fri,14,4,no,info,no,0,single,0.0476190476190476,2,no,no,no,no,no,no,45,com,yes
8,23,Sat,6,6,yes,com,no,0,name,0.115384615384615,3,no,no,no,no,no,no,36,list,no
8,24,Sat,2,4,no,com,no,0,name,0.148148148148148,4,no,no,no,no,yes,no,63,com,yes
8,25,Sat,4,4,no,info,no,0,name,0.0344827586206896,2,yes,no,no,no,no,no,53,com,yes
8,26,Sat,3,5,no,us,no,0,name,0.032258064516129,5,no,no,no,no,yes,no,59,com,yes
8,27,Sat,8,3,no,com,no,0,empty,0.0434782608695652,1,no,no,no,no,no,no,19,list,no
8,28,Sat,14,11,no,com,no,0,name,0.075,2,no,no,no,no,yes,no,63,com,yes
8,29,Sun,23,495,yes,cn,no,3,single,0,0,no,no,no,no,no,no,25,ord,no
8,30,Mon,4,5,no,cn,no,4,name,0,1,no,no,no,no,no,no,60,list,no
8,31,Sun,17,5,no,com,no,0,single,0.0256410256410256,7,yes,no,no,no,no,no,7,list,no
8,32,Sun,17,7,no,us,no,0,name,0.15625,4,no,yes,no,no,no,no,68,com,yes
8,33,Sun,21,3,no,com,no,0,empty,0.0789473684210526,1,no,no,no,no,no,no,64,com,yes
8,34,Mon,3,4,no,us,no,0,name,0.928571428571429,2,no,no,yes,no,no,no,69,com,yes
8,35,Mon,5,4,no,net,no,0,name,0.185185185185185,3,no,no,no,no,no,no,57,com,yes
8,36,Mon,11,9,no,info,no,6,name,0.172413793103448,0,no,no,no,no,no,no,23,news,yes
8,37,Mon,11,3,no,us,no,0,empty,0.119047619047619,6,no,no,no,no,no,no,30,com,yes
8,38,Mon,16,4,no,com,no,0,name,0.130434782608696,0,no,no,no,no,no,no,0,list,no
8,39,Tue,13,10,no,com,no,4,name,0.26,5,no,no,no,no,no,no,0,list,no
8,40,Tue,18,2,yes,com,no,0,name,0.0555555555555555,0,no,no,no,no,no,no,0,list,no
8,41,Tue,22,4,no,com,no,0,name,0.0697674418604651,3,no,no,no,no,yes,no,57,com,yes
8,42,Wed,0,11,no,info,no,0,name,0.0333333333333333,1,no,no,no,no,no,yes,76,com,yes
8,43,Wed,2,5,no,net,no,0,name,0.0454545454545454,2,no,yes,no,no,no,no,81,com,yes
8,44,Wed,9,6,no,com,no,0,empty,0.153846153846154,4,no,no,no,no,no,no,19,list,no
8,45,Wed,7,10,no,info,no,0,name,0.184210526315789,3,no,yes,no,no,yes,yes,84,com,yes
8,46,Wed,12,6,no,com,no,0,empty,0.25531914893617,1,no,no,no,no,no,no,60,com,yes
8,47,Wed,15,38,no,com,no,0,single,0.170212765957447,3,no,no,no,no,no,yes,97,com,yes
8,48,Wed,18,9,no,com,no,0,name,0.210526315789474,2,no,no,no,no,no,no,61,news,no
8,49,Wed,19,6,no,com,no,0,name,0.125,2,no,no,no,no,no,yes,82,com,yes
8,50,Wed,18,4,no,com,no,0,name,0.0476190476190476,0,no,no,no,no,no,no,0,list,no
8,51,Wed,18,7,no,info,no,0,name,1,0,no,no,no,no,no,yes,82,com,yes
8,52,Thu,6,5,yes,edu,yes,0,name,0.0689655172413793,3,no,no,no,no,no,no,NA,list,no
8,53,Thu,9,16,no,edu,yes,0,name,0.157894736842105,4,no,yes,no,no,no,no,NA,news,yes
8,54,Thu,11,370,yes,edu,yes,0,name,0.588235294117647,3,no,no,no,no,no,no,NA,list,no
8,55,Thu,11,2,yes,edu,yes,0,name,0.155555555555556,2,no,no,no,no,no,no,NA,list,no
8,56,Thu,11,6,yes,edu,yes,0,name,0.138888888888889,3,no,no,no,no,no,no,NA,list,no
8,57,Thu,12,2,yes,edu,yes,0,name,0.166666666666667,1,no,no,no,no,no,no,NA,list,no
8,58,Thu,15,2,yes,edu,yes,0,name,0.166666666666667,0,no,no,no,no,no,no,NA,list,no
8,59,Thu,15,3,no,edu,yes,0,name,0.159090909090909,1,no,no,no,no,no,no,NA,list,no
8,60,Thu,16,2,no,edu,yes,0,empty,0,0,no,no,no,no,no,no,NA,list,no
8,61,Thu,19,3,no,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,list,no
8,62,Fri,8,3,yes,edu,yes,0,name,0.103448275862069,1,no,no,no,no,no,no,NA,list,no
8,63,Fri,9,2,no,edu,yes,0,name,0.125,2,no,no,no,no,no,no,NA,list,no
8,64,Fri,9,2,yes,edu,yes,0,name,0.277777777777778,0,no,no,no,no,no,no,NA,ord,no
8,65,Fri,9,2,yes,edu,yes,0,name,0.25,0,no,no,no,yes,no,no,NA,list,no
8,66,Fri,9,3,yes,edu,yes,0,name,0.210526315789474,1,no,no,no,no,no,no,NA,list,no
8,67,Fri,10,3,yes,edu,yes,0,name,0.08,0,no,no,no,no,no,no,NA,list,no
8,68,Fri,11,2,no,edu,yes,0,name,0.571428571428571,0,no,no,no,no,no,no,NA,list,no
8,69,Fri,12,2,yes,edu,yes,0,name,0.25,0,no,no,no,no,no,no,NA,list,no
8,70,Fri,14,2,no,edu,yes,0,name,0.0714285714285714,0,no,no,no,no,no,no,NA,ord,no
8,71,Fri,14,2,no,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,list,no
8,72,Fri,14,2,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
8,73,Fri,14,2,yes,edu,yes,0,empty,0,1,no,no,no,no,no,no,NA,ord,no
8,74,Fri,15,3,no,edu,yes,0,name,0,2,no,no,no,no,no,no,NA,list,no
8,75,Fri,16,6,yes,edu,yes,0,name,0.0526315789473684,1,no,no,no,no,no,no,NA,list,no
8,76,Fri,17,51,yes,edu,yes,0,name,0.0789473684210526,1,no,no,no,no,no,no,NA,list,no
8,77,Sat,0,3,no,edu,yes,0,name,0.0606060606060606,4,no,no,no,no,no,no,NA,list,no
8,78,Sat,8,2,yes,edu,yes,0,name,0.111111111111111,1,no,no,no,no,no,no,NA,ord,no
8,79,Sat,9,2,yes,edu,yes,0,empty,0.111111111111111,1,no,no,no,no,no,no,NA,ord,no
8,80,Sat,10,3,yes,edu,yes,0,name,0.111111111111111,1,no,no,no,no,no,no,NA,ord,no
8,81,Sat,11,3,yes,edu,yes,0,name,0.111111111111111,1,no,no,no,no,no,no,NA,ord,no
8,82,Sat,11,4,yes,edu,yes,0,empty,0.111111111111111,1,no,no,no,no,no,no,NA,ord,no
8,83,Sat,11,4,yes,edu,yes,0,name,0.111111111111111,1,no,no,no,no,no,no,NA,ord,no
8,84,Sat,21,1,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
8,85,Sun,19,3,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,list,no
8,86,Sun,22,2,no,edu,yes,0,name,0.333333333333333,0,no,no,no,no,no,no,NA,list,no
8,87,Sun,22,3,yes,edu,yes,0,empty,0,0,no,no,no,no,no,no,NA,ord,no
8,88,Sun,23,3,yes,edu,yes,0,name,0.0416666666666667,1,no,no,no,no,no,no,NA,ord,no
8,89,Mon,5,2,yes,edu,yes,0,name,0.244897959183673,1,no,no,no,no,no,no,NA,list,no
8,90,Mon,7,3,no,edu,yes,0,name,0,0,yes,no,no,no,no,no,NA,list,no
8,91,Mon,7,2,yes,edu,yes,0,name,0.291666666666667,1,no,no,no,no,no,no,NA,list,no
8,92,Mon,8,5,yes,edu,yes,0,name,0.55,0,no,no,no,no,no,no,NA,list,no
8,93,Mon,8,3,yes,edu,yes,0,name,0.1,0,no,no,no,no,no,no,NA,list,no
8,94,Mon,9,231,yes,edu,yes,0,name,0.108695652173913,1,no,no,no,no,no,no,NA,list,no
8,95,Mon,11,54,yes,edu,yes,0,name,0.0833333333333333,2,no,no,no,no,no,no,NA,list,no
8,96,Mon,12,3,no,edu,yes,1,empty,0.0434782608695652,2,no,no,no,no,no,no,NA,list,no
8,97,Mon,13,2,yes,edu,yes,0,name,0.0930232558139535,1,no,no,no,no,no,no,NA,list,no
8,98,Mon,14,3,yes,edu,yes,0,name,0.193548387096774,0,no,no,no,no,no,no,NA,list,no
8,99,Tue,9,28,yes,edu,yes,0,name,1,0,no,no,no,no,no,no,NA,list,no
8,100,Tue,15,29,yes,edu,yes,0,name,0.217391304347826,2,no,no,no,no,no,no,NA,list,no
8,101,Tue,15,2,yes,edu,yes,0,name,0.0357142857142857,0,no,no,no,no,no,no,NA,list,no
8,102,Tue,17,2,yes,edu,yes,0,name,0.0434782608695652,1,no,no,no,no,no,no,NA,ord,no
8,103,Tue,18,2,yes,edu,yes,0,name,0.0434782608695652,1,no,no,no,no,no,no,NA,ord,no
8,104,Tue,19,3,yes,edu,yes,0,empty,0.0769230769230769,1,no,no,no,no,no,no,NA,ord,no
8,105,Wed,8,79,yes,edu,yes,0,name,0.214285714285714,1,no,no,no,no,no,no,NA,list,no
8,106,Wed,9,2,no,edu,yes,0,name,0.214285714285714,1,no,no,no,no,no,no,NA,list,no
8,107,Wed,9,2,no,edu,yes,0,name,0.192307692307692,0,no,no,no,no,no,no,NA,list,no
8,108,Wed,10,2,yes,edu,yes,0,empty,0.0909090909090909,0,no,no,no,no,no,no,NA,ord,no
8,109,Wed,10,2,yes,edu,yes,0,empty,0,0,no,no,no,no,no,no,NA,ord,no
8,110,Wed,10,2,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,list,no
8,111,Wed,15,6,no,edu,yes,0,empty,0.116279069767442,0,no,no,no,no,no,no,NA,ord,no
8,112,Wed,15,5,yes,edu,yes,0,name,0.276595744680851,4,no,no,no,no,no,no,NA,list,no
8,113,Wed,17,3,no,edu,yes,0,name,0.142857142857143,0,no,no,no,no,no,no,NA,news,yes
8,114,Wed,18,37,yes,edu,yes,0,name,0.222222222222222,1,no,no,no,no,no,no,NA,list,no
8,115,Wed,20,2,yes,edu,yes,0,empty,0,0,no,no,no,no,no,no,NA,ord,no
8,116,Wed,20,3,yes,edu,yes,0,name,0.2,1,no,no,no,no,no,no,NA,list,no
9,1,Mon,8,9,no,edu,yes,0,name,0.176,0,no,no,no,no,no,no,NA,list,no
9,2,Mon,8,3,yes,edu,yes,0,name,0.295,0,no,no,no,no,no,no,NA,ord,no
9,3,Mon,8,2,yes,edu,yes,0,name,0.095,0,no,no,no,no,no,no,NA,ord,no
9,4,Mon,8,1,yes,edu,yes,0,name,0.095,0,no,no,no,no,no,no,NA,ord,no
9,5,Mon,9,1,yes,edu,yes,0,name,1,0,no,no,no,no,no,no,NA,ord,no
9,6,Mon,9,1,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
9,7,Mon,9,1,yes,edu,yes,0,name,0.136,0,no,no,no,no,no,no,NA,ord,no
9,8,Mon,9,2,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
9,9,Mon,10,17,yes,com,no,0,empty,0.176,0,no,no,no,no,no,yes,75,list,no
9,10,Mon,10,1,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
9,11,Mon,10,16,yes,com,no,0,empty,0.173,0,no,no,no,no,no,yes,72,list,no
9,12,Mon,10,2,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
9,13,Mon,10,2,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
9,14,Mon,10,1,no,edu,yes,0,name,0.095,0,no,no,no,no,no,no,NA,list,no
9,15,Mon,10,1,yes,edu,yes,0,name,0.08,0,no,no,no,no,no,no,NA,ord,no
9,16,Mon,11,1,yes,edu,yes,0,name,0.08,0,no,no,no,no,no,no,NA,ord,no
9,17,Mon,11,5,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
9,18,Mon,13,1,yes,edu,yes,0,name,0.15,0,no,no,no,no,no,no,NA,ord,no
9,19,Mon,14,3,yes,edu,yes,0,name,0.05,0,no,no,no,no,no,no,NA,ord,no
9,20,Mon,14,1,yes,edu,yes,0,name,0.08,0,no,no,no,no,no,no,NA,ord,no
9,21,Mon,14,1,yes,edu,yes,0,name,0.04,0,no,no,no,no,no,no,NA,ord,no
9,22,Mon,17,1,yes,edu,yes,0,name,0.15,0,no,no,no,no,no,no,NA,ord,no
9,23,Mon,21,1,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
9,24,Mon,22,1,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
9,25,Mon,23,5,yes,com,no,0,name,0,0,no,no,no,no,no,yes,39,com,no
9,26,Tue,3,1,yes,com,no,0,name,0.012,0,no,no,no,no,no,no,0,news,no
9,27,Tue,8,14,yes,com,no,0,single,0.007,1,no,no,no,no,no,yes,36,news,no
9,28,Tue,7,1,yes,edu,yes,0,single,0.233,0,no,no,no,no,no,no,NA,ord,no
9,29,Tue,8,1,yes,edu,yes,0,name,0.003,0,no,no,no,no,no,no,NA,ord,no
9,30,Tue,9,1,yes,edu,yes,0,name,0.003,0,no,no,no,no,no,no,NA,ord,no
9,31,Tue,10,33,yes,net,no,0,single,0.171,1,no,no,no,no,no,yes,64,news,no
9,32,Tue,10,1,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
9,33,Tue,10,1,no,edu,yes,0,name,0.333,0,no,no,no,no,no,no,NA,list,no
9,34,Tue,11,4,no,edu,yes,0,name,0.267,0,no,no,no,no,no,no,NA,list,no
9,35,Tue,11,4,no,edu,yes,0,name,0.118,0,no,no,no,no,no,no,NA,list,no
9,36,Tue,9,1,yes,com,no,0,single,0.23,1,no,no,no,no,yes,no,29,com,no
9,37,Tue,11,1,no,edu,yes,0,name,0.1,0,no,no,no,no,no,no,NA,list,no
9,38,Tue,12,1,yes,edu,yes,0,single,0.005,1,no,no,no,no,no,no,NA,ord,no
9,39,Tue,13,1,yes,edu,yes,0,name,0.009,0,no,no,no,no,no,no,NA,ord,no
9,40,Tue,13,1,yes,edu,yes,0,name,0.009,0,no,no,no,no,no,no,NA,ord,no
9,41,Tue,13,1,yes,edu,yes,0,name,0.333,0,no,no,no,no,no,no,NA,ord,no
9,42,Tue,14,1,yes,edu,yes,0,name,0.25,0,no,no,no,no,no,no,NA,ord,no
9,43,Tue,14,1,yes,edu,yes,0,name,0.285,0,no,no,no,no,no,no,NA,ord,no
9,44,Tue,15,1,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
9,45,Tue,15,2,no,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
9,46,Tue,15,1,yes,edu,yes,0,name,0.136,0,no,no,no,no,no,no,NA,ord,no
9,47,Tue,15,5,no,edu,yes,0,name,0.25,0,no,no,no,no,no,no,NA,ord,no
9,48,Tue,16,5,no,com,no,0,name,0.228,0,no,yes,no,no,no,yes,79,com,yes
9,49,Tue,16,1,yes,edu,yes,0,name,0.004,0,no,no,no,no,no,no,NA,ord,no
9,50,Tue,15,7,no,com,no,1,name,0.167,0,no,no,no,no,no,yes,75,com,yes
9,51,Tue,18,2,yes,edu,yes,0,name,0.002,0,no,no,no,no,no,no,NA,ord,no
9,52,Tue,20,4,yes,org,no,0,single,0.015,2,no,no,no,no,no,yes,58,list,no
9,53,Wed,0,3,yes,com,no,0,single,0.2,1,no,no,no,no,no,yes,9,list,no
9,54,Wed,5,2,yes,edu,yes,0,name,0.25,4,no,no,no,no,no,no,NA,list,no
9,55,Wed,8,15,yes,com,no,0,name,0.1,4,no,no,no,no,no,no,36,news,no
9,56,Wed,8,1,no,edu,yes,0,name,0.174,0,no,no,no,no,no,no,NA,list,no
9,57,Wed,8,2,yes,edu,yes,0,name,0.112,1,no,no,no,no,no,no,NA,list,no
9,58,Wed,9,2,yes,com,no,0,single,0.15,3,no,no,no,no,no,no,19,list,no
9,59,Wed,8,2,yes,edu,yes,0,name,0.25,1,no,no,no,no,no,no,NA,list,no
9,60,Wed,14,5,no,com,no,0,single,0.84,20,yes,no,no,no,no,yes,98,com,yes
9,61,Wed,9,1,yes,edu,yes,0,name,0.1,2,no,no,no,no,no,no,NA,ord,no
9,62,Wed,9,1,yes,edu,yes,0,name,0.1,1,no,no,no,no,no,no,NA,ord,no
9,63,Wed,9,5,yes,edu,yes,0,name,0.3,1,no,no,no,no,no,no,NA,ord,no
9,64,Wed,9,1,yes,edu,yes,0,name,1,0,no,no,no,no,no,no,NA,ord,no
9,65,Wed,9,1,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
9,66,Wed,9,1,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
9,67,Wed,10,2,yes,edu,yes,0,name,0.35,2,no,no,no,no,no,no,NA,ord,no
9,68,Wed,10,1,yes,edu,yes,0,name,0.09,0,no,no,no,no,no,no,NA,ord,no
9,69,Wed,10,1,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
9,70,Wed,16,7,no,com,no,0,single,0.223,1,no,no,no,no,no,yes,59,com,yes
9,71,Wed,11,2,yes,com,no,0,single,0.133,1,no,no,no,no,yes,yes,84,com,no
9,72,Wed,12,37,yes,com,no,0,name,0.097,3,no,no,no,no,no,yes,66,list,no
9,73,Wed,13,9,yes,com,no,0,name,0.125,2,no,no,no,no,no,no,55,list,no
9,74,Wed,12,1,yes,edu,yes,0,name,0.1,2,no,no,no,no,no,no,NA,ord,no
9,75,Wed,13,1,yes,edu,yes,0,name,0.1,1,no,no,no,no,no,no,NA,ord,no
9,76,Wed,13,2,yes,edu,yes,0,name,0.167,2,no,no,no,no,no,no,NA,ord,no
9,77,Wed,14,4,yes,edu,yes,0,name,0,2,no,no,no,no,no,no,NA,ord,no
9,78,Wed,14,2,yes,edu,yes,0,name,0,2,no,no,no,no,no,no,NA,ord,no
9,79,Wed,16,13,yes,com,no,0,single,0.009,2,no,no,no,no,no,no,19,news,no
9,80,Wed,15,2,yes,edu,yes,0,name,0.433,3,no,no,no,no,no,no,NA,list,no
9,81,Wed,15,5,yes,edu,yes,0,name,0.125,0,no,no,no,no,no,no,NA,list,no
9,82,Wed,16,1,yes,edu,yes,0,name,0.128,1,no,no,no,no,no,no,NA,list,no
9,83,Wed,16,5,yes,edu,yes,0,name,0.25,1,no,no,no,no,no,no,NA,list,no
9,84,Wed,17,21,no,com,no,0,single,0.2,2,yes,no,no,no,no,yes,76,com,yes
9,85,Wed,18,1,yes,edu,yes,0,name,0.077,1,no,no,no,no,no,no,NA,ord,no
9,86,Wed,19,2,yes,edu,yes,0,name,0.161,1,no,no,no,no,no,no,NA,ord,no
9,87,Wed,20,1,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
9,88,Wed,20,5,yes,org,no,0,single,0.008,2,no,no,no,no,no,yes,58,list,no
9,89,Wed,23,4,yes,com,no,0,name,0.015,0,no,no,no,no,no,no,19,list,no
9,90,Wed,22,1,no,com,no,2,name,0,2,no,no,no,no,no,no,76,com,yes
9,91,Wed,23,2,yes,edu,yes,0,name,0,1,no,no,no,no,no,no,NA,ord,no
9,92,Wed,23,2,yes,edu,yes,0,name,0.091,1,no,no,no,no,no,no,NA,ord,no
9,93,Thu,8,15,yes,com,no,0,single,0.098,4,no,no,no,no,no,no,42,news,no
9,94,Thu,8,1,yes,edu,yes,0,name,0.091,1,no,no,no,no,no,no,NA,ord,no
9,95,Thu,8,2,yes,edu,yes,0,name,0.176,1,no,no,no,no,no,no,NA,ord,no
9,96,Thu,9,1,yes,edu,yes,0,single,0.172,1,no,no,no,no,no,no,NA,list,no
9,97,Thu,11,1,yes,edu,yes,0,name,0,4,no,no,no,no,no,no,NA,ord,no
9,98,Thu,11,1,yes,edu,yes,0,name,0.029,0,no,no,no,no,no,no,NA,ord,no
9,99,Thu,11,1,yes,edu,yes,0,name,0.167,0,no,no,no,no,no,no,NA,ord,no
9,100,Thu,9,30,yes,com,no,0,name,0.091,2,no,no,no,no,no,no,19,list,no
9,101,Thu,12,2,yes,edu,yes,0,name,0.333,3,no,no,no,no,no,no,NA,list,no
9,102,Thu,14,1,yes,edu,yes,0,name,0,1,no,no,no,no,no,no,NA,ord,no
9,103,Thu,12,12,no,org,no,0,name,0.111,4,no,no,no,no,no,no,9,list,no
9,104,Thu,14,1,no,edu,yes,0,name,0.004,0,no,no,no,no,no,no,NA,list,no
9,105,Thu,14,2,yes,com,no,0,name,0.038,1,no,no,no,no,no,no,37,ord,no
9,106,Thu,15,36,yes,com,no,0,name,0.115,2,no,no,no,no,no,yes,58,com,no
9,107,Thu,14,9,yes,com,no,0,single,0.182,0,no,no,no,no,no,no,8,news,no
9,108,Thu,15,11,yes,com,no,0,single,0.091,1,no,no,no,no,no,no,27,list,no
9,109,Thu,18,1,yes,edu,yes,0,name,0.161,0,no,no,no,no,no,no,NA,ord,no
9,110,Thu,20,5,yes,org,no,0,single,0.08,2,no,no,no,no,no,yes,58,list,no
9,111,Thu,21,16,yes,com,no,0,single,0.161,0,yes,no,no,no,no,yes,84,com,yes
9,112,Fri,5,3,yes,edu,yes,0,name,0.167,5,no,no,no,no,no,no,NA,list,no
9,113,Fri,8,15,yes,com,no,0,single,0.102,4,no,no,no,no,no,no,36,news,no
9,114,Fri,5,15,yes,com,no,0,name,0.037,4,yes,no,no,no,no,yes,72,com,yes
9,115,Fri,7,3,yes,edu,yes,0,name,0.128,0,no,no,no,no,no,no,NA,list,no
9,116,Fri,12,4,yes,com,no,0,name,0.111,1,no,no,no,no,yes,no,68,com,no
9,117,Fri,12,2,yes,edu,yes,0,name,0.242,5,no,no,no,no,no,no,NA,ord,no
9,118,Fri,13,3,no,edu,yes,0,name,0.125,1,no,no,no,no,no,no,NA,list,no
9,119,Fri,15,22,no,net,no,0,name,0.143,2,no,no,no,no,no,yes,56,news,yes
9,120,Fri,14,1,no,edu,yes,0,name,0.125,0,no,no,no,no,no,no,NA,list,no
9,121,Fri,14,29,no,com,no,0,name,0.065,4,yes,no,no,no,no,no,61,com,yes
9,122,Fri,16,8,yes,edu,yes,0,name,0.238,1,no,no,no,no,no,no,NA,list,no
9,123,Fri,21,5,yes,org,no,0,single,0.08,2,no,no,no,no,no,yes,58,list,no
9,124,Fri,22,3,yes,edu,yes,0,name,0.154,2,no,no,no,no,no,no,NA,list,no
9,125,Sat,8,15,yes,com,no,0,single,0.098,4,no,no,no,no,no,no,36,news,no
9,126,Sat,14,4,yes,edu,yes,0,name,0.091,0,no,no,no,no,no,no,NA,ord,no
9,127,Sat,16,1,yes,edu,yes,0,name,0.161,2,no,no,no,no,no,no,NA,list,no
9,128,Sat,21,5,yes,org,no,0,single,0.08,2,no,no,no,no,no,yes,58,list,no
9,129,Sat,23,4,no,com,no,2,name,0.467,4,no,no,no,no,no,no,4,com,yes
